"Christopher Darnton, ""The Provenance Problem: Research Methods and Ethics in the Age of WikiLeaks,""",...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21
1,Insights from Global Environmental Governance,"Trudeau, Hélène, Isabelle Duplessis, Suzanne Lalonde, Thijs Van de Graaf, Ferdi De Ville, Kate O'Neill, Charles Roger, Peter Dauvergne, Jean-Frédéric Morin, Sebastian Oberthür, Amandine Orsini, Frank Biermann, Hiroshi Ohta, and Atsushi Ishii",ISR,15,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Tying Hands Behind Closed Doors: The Logic and Practice of Secret Reassurance,"Yarhi-Milo, Keren",SS,22,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Ambivalent Albion, Ambitious Ally: Britain's Decision for No Separate Peace in 1914","Hooper, Mira Rapp",SS,23,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Hang Together or Hang Separately? Evaluating Rival Theories of Wartime Alliance Cohesion,"Resnick, Evan",SS,22,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,To Coerce or Reward? Theorizing Wedge Strategies in Alliance Politics,"Izumikawa, Yasuhiro",SS,22,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Puzzle of Personalist Performance: Iraqi Battlefield Effectiveness in the Iran-Iraq War,"Talmadge, Caitlin",SS,22,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Counterfeit Diplomacy and Mobilization in Democracies,"Montgomery, Evan Braden",SS,22,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A Boom with Review: How Retrospective Oversight Increases the Foreign Policy Ability of Democracies,"Colaresi, Michael",AJPS,56,3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Strategy in a Time of Austerity: Why the Pentagon Should Focus on Assuring Access,"Krepinevich, Andrew F, Jr",FA,91,6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Measuring the Mafia-State Menace: Are Government-Backed Gangs a Grave New Threat?/Naím Replies,"Andreas, Peter",FA,91,4,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Latin Lessons: Who Are Hispanic Americans, and How Will They Vote?","Suarez, Ray",FA,91,5,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Government, Geography, and Growth: The True Drivers of Economic Development","Sachs, Jeffrey D",FA,91,5,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Stimulus or Reform? Charting a Path Out of the Recession/Rajan Replies,"Chinn, Menzie D, Karl Smith,  and Raghuram G Rajan",FA,91,5,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Introducing...The Most Dynamic Cities of 2025.,"Dobbs, Richard, Jaana Remes, and Ellas Groll",FP,195,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Enemy Within.,"Rothkopf, David",FP,193,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Suriname,Foreign Policy,FP,197,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Bricks and mortar booming; not a bubble in sight?,Foreign Policy,FP,195,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Slavoj Zizek,Foreign Policy,FP,197,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Lie That Screwed Up 50 Years of U.S. Foreign Policy,"Gelb, Leslie",FP,196,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,War and Peace.,"Brenner, Joel",FP,193,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Pragmatism or what? The future of US foreign policy,"Milne, David",IA,88,5,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The changing fortunes of differential treatment in the evolution of international environmental law,"Rajamani, Lavanya",IA,88,3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,From biodefence to biosecurity: the Obama administration's strategy for countering biological threats,"Koblentz, Gregory",IA,88,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Securitization, Social Identity, and Democratic Security: Nixon, India, and the Ties That Bind","Hayes, Jarrod",IO,66,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Politics of Private Foreign Aid: Humanitarian Principles, Economic Development Objectives, and Organizational Interests in NGO Private Aid Allocation","Büthe, Tim, Solomon Major, and André de Mello e Souza",IO,66,4,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Hits and Myths: The Essence, the Puzzles and the Missile Crisis","Munton, Don",IR,26,3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Cuban Missile Crisis: Assessment of New, and Old, Russian Sources","Radcheko, Sergey",IR,26,3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"India’s Nuclear Odyssey: Implicit Umbrellas, Diplomatic Disappointments, and the Bomb","Kennedy, Andrew B.",IS,36,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Terrorism Delusion: America’s Overwrought Response to September 11,"Mueller, John, and Mark G. Stewart",IS,37,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,China's Fear of Contagion: Tiananmen Square and the Power of the European Example,"Sarotte, Mary Elise",IS,37,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Debating India's Pathway to Nuclearization,"Kampani, Gaurav, Karthika Sasikumar, Jason Stone, and Andrew B. Kennedy",IS,37,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Of Dominoes and Firewalls: The Domestic, Regional, and Global Politics of International Diffusion","Solingen, Etel",ISQ,56,4,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Securitizing Feminism or Feminist Security Studies?,"True, Jacqui",ISR,14,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Globalized Arts: The Entertainment Economy and Cultural Identity,"Datta, Rekha",ISR,14,3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Science, Progress and Pluralism in the Study of International Relations","Chernoff, Fred",MIL,41,2,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Spread of TCP/IP: How the Internet Became the Internet,"Townes, Miles",MIL,41,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Book Review: Charles L. Glaser, Rational Theory of International Politics: The Logic of Competition and Cooperation","Dingli, Sophia",MIL,40,3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Offshore Balancing Thesis Reconsidered: Realism, the Balance of Power in Europe, and America's Decision for War in 1917","Jackson, Galen",SS,21,3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Three As of Government Formation: Appointment, Allocation, and Assignment","Dewan, Torun, and Rafael Hortala-Vallve",AJPS,55,3,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Influence of Foreign Voices on U.S. Public Opinion,"Hayes, Danny, and Matt Guardino",AJPS,55,4,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,How Large and Long-lasting Are the Persuasive Effects of Televised Campaign Ads? Results from a Randomized Field Experiment,"Gerber, Alan, James Gimpel, Donald Green, and Daron Shaw",APSR,105,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Costly Jobs: Trade-related Layoffs, Government Compensation, and Voting in U.S. Elections","Margalit, Yotam",APSR,105,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"The Political Power of Social Media: Technology, the Public Sphere, and Political Change","Shirky, Clay",FA,90,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Currency Wars, Then and Now: How Policymakers Can Avoid the Perils of the 1930s","Ahamed, Liaquat",FA,90,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Broken Contract: Inequality and American Decline,"Packer, George",FA,90,6,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Fighting the Laws of War: Protecting Civilians in Asymmetric Conflict,"Carpenter, Charli",FA,90,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Recent Books on International Relations: Africa: Pirate State: Inside Somalia's Terrorism at Sea,"Van De Walle, Nicolas",FA,90,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Invading Afghanistan, Then and Now: What Washington Should Learn From Wars Past","Blank, Jonah",FA,90,5,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Freedom.Gov,"Morozov, Evgeny",FP,184,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Where Do Bad Ideas Come From and Why Don't They Go Away?,"Walt, Stephen M",FP,184,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Stories You Missed in 2011,"Keating, Joshua E",FP,190,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Get Ready for the Democratization of Destruction.,"Krepinevich, Andrew F, Jr",FP,188,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Things They Carried: The Plugged-in Foreign Minister.,"Peterson, Britt",FP,188,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Far Side of the Soviet Moon,"Hoffman, David E",FP,187,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Revolution Will Be Tweeted.,"Hounshell, Blake",FP,187,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,40 Years of Foreign Policy,Foreign Policy,FP,184,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Letter from the Editor.,"Glasser, Susan",FP,184,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Netizens Unite.,"Shirky, Clay",FP,185,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Epiphanies from Bob Woodward.,"Glasser, Susan",FP,188,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Letter from the Editor.,"Glasser, Susan",FP,190,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The John Holmes Memorial Lecture: What Price Security?,"Anstee, Margaret Joan",GG,17,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Power Sharing and Transitional Justice: A Clash of Paradigms?,"Vandeginste, Stef, and Chandra Lekha Sriram",GG,17,4,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The art of declining politely: Obama's prudent presidency and the waning of American power,"Quinn, Adam",IA,87,4,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The US debate on NATO nuclear deterrence,"Yost, David",IA,87,6,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,‘Transformation in contact’: learning the lessons of modern war,"Foley, Robert, Stuart Griffin, and Helen McCartney",IA,87,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Fred Halliday: high modernism and a social science of the Middle East,"Dodge, Toby",IA,87,5,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Long Arm of the Law: Extraterritoriality and the National Implementation of Foreign Bribery Legislation,"Kaczmarek, Sarah C, and Abraham Newman",IO,65,4,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Theorising Terrorism, Part II","Wight, Colin",IR,25,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Explaining U.S. Military Strategy in Vietnam: Thinking Clearly about Causation,"Caverley, Jonathan D.",IS,35,3,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,International Studies in the Global Information Age,"Simmons, Beth A.",ISQ,55,3,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,When War Hits Home: The Geography of Military Losses and Support for War in Time and Space,"Althaus, Scott L., Brittany H. Bramlett, and James G. Gimpel",JCR,56,3,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Globalization, Economic Freedom, and Human Rights","Dreher, Axel, Martin Gassebner, and Lars-H. R. Siemers",JCR,56,3,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Managing corruption risks,"Hansen, Hans Krause",RIPE,18,2,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Managing tied aid competition: Domestic politics, credible threats, and the Helsinki disciplines","Hall, Steven",RIPE,18,5,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Foreign intervention and warfare in civil wars,"Lockyer, Adam",RIS,37,5,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Impact of Regime Type on Health: Does Redistribution Explain Everything?,"Wigley, Simon, and Arzu Akkoyunlu-Wigley",WP,63,4,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The World Wide Web and the U.S. Political News Market,"Nie, Norman H., Darwin W. Miller III, Saar Golde, Daniel M. Butler, and Kenneth Winneg",AJPS,54,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Game Changer: Coping With China's Foreign Policy Revolution,"Economy, Elizabeth C",FA,89,6,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Cyberterrorism: The Invisible Threat Stealth Cyber Predators in a Climate of Escalating Risk,Anonymous,FA,89,6,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Better Half,"Coleman, Isobel",FA,89,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Truth is Out There (in a Library),"Hoffman, David E",FP,181,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Spotlight On: NTN24 ""24 Hours a Day, Non-Stop""",Foreign Policy,FP,181,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Equatorial Guinea: The rebirth of a nation.,Foreign Policy,FP,183,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Fire in the Hole,"Miklian, Jason, and Scott Carney",FP,181,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Almanac of Al Qaeda.,"Bergen, Peter and Katherine Tiedemann",FP,179,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Africa's Forever Wars.,"Gettleman, Jeffrey, and Joshua E Keating",FP,178,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The Historical Roots of Cooperation Between the UN High Commissioner for Refugees and the International Organization for Migration,"Elie, Jérôme",GG,16,3,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Framing Bioinvasion: Biodiversity, Climate Change, Security, Trade, and Global Governance","Stoett, Peter",GG,16,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The United States and Myanmar: a ‘boutique issue’?,"Steinberg, David",IA,86,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Rethinking the NPT's role in security: 2010 and beyond,"Johnson, Rebecca",IA,86,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,The ideological roots of failure: the application of kinetic neo-liberalism to Iraq,"Dodge, Toby",IA,86,6,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Goliath's Curse: Coercive Threats and Asymmetric Power,"Sechser, Todd S",IO,64,4,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Strange Bedfellows: U.S Bargaining Behavior with Allies of Convenience,"Resnick, Evan N.",IS,35,3,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Perpetuating U.S. Preeminence: The 1990 Deals to “Bribe the Soviets Out” and Move NATO In,"Sarotte, Mary Elise",IS,35,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Who Lost Vietnam?: Soldiers, Civilians, and U.S. Military Strategy","McAllister, James",IS,35,3,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,From Global Village to Virtual Battlespace: The Colonizing of the Internet and the Extension of Realpolitik,"Manjikian, Mary McEvoy",ISQ,54,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Rethinking International Constitutional Order: The Auto-immune Politics of Binding Without Binding,"Arfi, Badredine",MIL,39,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,A different take: Hollywood's unresolved business model,"Leaver, Adam",RIPE,17,3,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,We Cannot Go On: Disruptive Innovation and the First World War Royal Navy,"Mukunda, Gautam",SS,19,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Major Combat Operations and Counterinsurgency Warfare: Plan Challe in Algeria, 1959–1960","Griffin, Christopher",SS,19,3,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"Overt Peace, Covert War?: Covert Intervention and the Democratic Peace","Downes, Alexander, and Mary Lauren Lilley",SS,19,2,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
